Customer ID,Priority Level,Time of arrival,Number of people at arrival,Which 10 min interval in day,Which day in week,Time of start of service,Departure time,Wait time,
341,0,1937.8835091,9,49,1,1966.3637522,1977.3028755,39.4193664,
342,1,1941.0564499,10,50,1,1986.0727794,1988.5524160,47.4959661,
343,0,1944.0120126,10,50,1,1977.3028755,1980.3692952,36.3572827,
344,1,1944.4518798,11,50,1,1993.3191886,1995.1368661,50.6849863,
345,1,1945.1903444,12,50,1,1995.1368661,1997.3688556,52.1785112,
346,0,1957.4799939,10,51,1,1980.3692952,1981.1252781,23.6452842,
347,0,1983.3778771,6,54,1,1988.5524160,1991.7036148,8.3257376,
348,0,1987.0617206,5,54,1,1991.7036148,1993.3191886,6.2574680,
349,0,1987.4601764,6,54,1,1998.1304775,2010.2719272,22.8117508,
350,0,1990.4533654,6,55,1,2010.2719272,2010.2882723,19.8349068,
351,0,1990.8603829,7,55,1,2010.2882723,2012.0789199,21.2185371,
352,1,1992.5635608,7,55,1,2016.3893901,2017.1688502,24.6052894,
353,1,1993.5671489,7,55,1,2017.1688502,2018.5630262,24.9958773,
354,0,1997.8964135,6,55,1,2012.0789199,2016.3893901,18.4929766,
355,1,2001.4149062,7,56,1,2033.7333144,2043.7712903,42.3563841,
356,0,2004.9421984,8,56,1,2019.6889083,2020.8689235,15.9267251,
357,0,2009.4665996,9,56,1,2022.7098169,2028.1513255,18.6847258,
358,1,2014.8483532,7,57,1,2047.9214959,2056.9873119,42.1389587,
359,0,2019.2091490,5,57,1,2028.1513255,2031.7825205,12.5733715,
360,0,2021.7136004,5,58,1,2031.7825205,2033.2873669,11.5737665,
361,1,2028.8361527,5,58,1,2061.1411975,2064.4579514,35.6217987,
362,0,2030.9335977,6,59,1,2043.7712903,2047.9214959,16.9878982,
363,0,2041.2289406,5,60,1,2056.9873119,2061.1411975,19.9122569,
364,1,2048.7876487,4,60,1,2064.4579514,2068.9150587,20.1274100,
365,0,2050.7681646,5,61,1,2068.9150587,2069.0446816,18.2765171,
366,0,2053.4491715,6,61,1,2078.5776328,2082.6592773,29.2101058,
367,0,2055.1766300,7,61,1,2090.3839114,2094.6422175,39.4655875,
368,1,2058.3754394,7,61,1,2133.8233361,2134.8174304,76.4419910,
369,0,2059.6905978,8,61,1,2097.0740418,2107.1884930,47.4978952,
370,1,2064.3126680,8,62,1,2134.8174304,2145.8043532,81.4916852,
371,1,2066.2112072,8,62,1,2167.4579335,2173.4817607,107.2705535,
372,1,2072.5664590,7,63,1,2173.4817607,2182.5116534,109.9451944,
373,0,2073.0614186,8,63,1,2107.1884930,2110.3027578,37.2413392,
